,t,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
10,0.00010976021649962643,1000.0,0.7329019058627734,0.0,0.0,2.2681085304846423e-19,1.4244219137407205e-15,6.394151402275907e-15,1.4941834936344795e-10,3.390500956292698e-12,0.9999999998408324,6.333348704560239e-12,1.6401380709666792e-14,1.0174312195066526e-27,2.89179471396711e-53,2.8831317278425646e-26,6.75516825988394e-24,1.251905278519836e-36,3.1000431640567604e-26,2.217080785342772e-39,1.269157563564397e-55,5.995379946337655e-55,1.1230381367513928e-42,1.8581969011874393e-42,2.3972456726119824e-28,7.304659195523501e-31,1.1284057983748215e-30,9.444061249844084e-34,5.036290248875706e-42,1.8811503835764254e-43,9.926693523952883e-46,6.158386029808604e-43,2.651444453400904e-36,1.7520813476024664e-63,1.834805699212633e-70,7.351772113893895e-55,2.9981239210926483e-53,1.0402614429779898e-55,2.0882017281436082e-67,2.0350976282163185e-57,4.382183495639194e-55,6.500344562088644e-42,5.01598513028792e-40,3.172547723655478e-54,3.472830836968752e-40,3.1421383861509688e-40,9.113244725099618e-60,8.413009116954827e-47,3.851081613965425e-61,2.934250787656582e-45,6.547953166999502e-59,4.9101029018672586e-60,1.3167554423783542e-51
11,0.00014658838426430537,1000.0,0.7329019058252016,0.0,0.0,6.894219238600209e-19,1.71560604314885e-15,1.0070114191588614e-14,1.9815776034796727e-10,6.017041726894638e-12,0.9999999997846131,1.1160961163612764e-11,3.800483474239142e-14,4.139646203655828e-27,4.276026330421879e-52,1.147475548990976e-25,2.0503327889505587e-23,9.571046508862597e-36,1.2165106675947428e-25,1.7529722552995724e-38,4.250944583521523e-54,1.7720688411471337e-53,1.0791659069773792e-41,1.8132485010497992e-41,1.2752316766423822e-27,4.8680199207186094e-30,7.597148347147328e-30,7.905889098370447e-33,4.588542529119291e-41,2.7512275863432717e-42,1.4526193246060785e-44,9.16372983652359e-42,2.1733849076627327e-35,9.564609920347828e-63,2.90471187137653e-68,2.6531614115939728e-53,8.38233727716015e-52,3.7849314088745136e-54,1.0783558230399733e-65,7.636143022604062e-56,1.669948570464203e-53,8.09382193050764e-41,5.091217903732616e-39,7.67606638436945e-53,3.248225633560258e-39,2.780628101442333e-39,4.24588276285125e-58,1.2943555981148281e-45,1.1421293181008627e-59,4.2963905366394633e-44,1.9734921043932613e-57,1.6465324697982975e-58,1.2914084251962534e-50
12,0.0001834165520289843,1000.0,0.7329019057876194,0.0,0.0,1.6238064425014743e-18,2.0919512980772255e-15,1.4531125897263617e-14,2.4621106949301855e-10,9.375683538056297e-12,0.99999999972701,1.7312324310408737e-11,7.290136677257441e-14,1.1887737868364193e-26,2.507239919304741e-51,3.254259501645102e-25,4.8226055639968427e-23,3.8788150952834853e-35,3.45874396799018e-25,7.150788366666764e-38,3.120963756452772e-53,1.3566308858769946e-52,5.282249851186777e-41,8.913080380380323e-41,4.419397708638072e-27,1.987037005602512e-29,3.1276711269900283e-29,3.783984773966552e-32,2.2279545919541115e-40,1.4247797789025062e-41,7.486305706026179e-44,5.433672633797027e-41,1.0228948264030884e-34,4.9660868994476095e-62,3.918384829206118e-67,2.4163102745733836e-52,6.608692134770027e-51,3.4408786206082785e-53,1.1046500977177543e-64,6.606365968728313e-55,1.1560375290734263e-52,4.425305964233754e-40,2.3831206368838127e-38,5.562171527212025e-52,1.4160541356124602e-38,1.224857352950657e-38,4.406265161614361e-57,7.835237067485401e-45,8.70403810702577e-59,2.2272078317827693e-43,1.5305436533211533e-56,1.2098537567872724e-57,6.37128950897871e-50
13,0.00022024471979366323,1000.0,0.732901905750024,0.0,0.0,3.276050811799937e-18,2.5679426870628425e-15,1.99788999557885e-14,2.9358789163992985e-10,1.3456164927037761e-11,0.9999999996680394,2.4768430957264364e-11,1.2430310765538724e-13,2.839298724886193e-26,1.1569976257268173e-50,7.673443456547177e-25,9.716560310864548e-23,1.270655350554734e-34,8.170778776150799e-25,2.360348499329106e-37,1.980980197551483e-52,8.743875147627926e-52,1.9581397869843204e-40,3.314159047838377e-40,1.2339847770940926e-26,6.305186931344004e-29,1.0003820520652076e-28,1.3662514170439586e-31,8.394131325120697e-40,6.333387250878849e-41,3.3357697182577792e-43,2.5397854688973695e-40,3.6369383730560164e-34,1.7210689348174488e-61,5.08113742101314e-66,1.5819416276910682e-51,4.0310618408507354e-50,2.2534872244581542e-52,8.234830618243385e-64,4.294405078683633e-54,7.18960113417079e-52,1.8564900276231743e-39,9.120646612327389e-38,3.311029069497901e-51,5.22960209636248e-38,4.514836595182576e-38,3.1132024707751294e-56,3.690705562615515e-44,5.6090556478348606e-58,9.901611849854598e-43,9.887378428398906e-56,7.680001905202054e-57,2.3738568598135856e-49
14,0.00025707288755834215,1000.0,0.7329019057124131,0.0,0.0,5.947914644688872e-18,3.1441759339952942e-15,2.6647288126766787e-14,3.4029802640200077e-10,1.824802801307687e-11,0.9999999996077173,3.3510318951430784e-11,1.9548174573294556e-13,5.972412777227672e-26,4.454304721289101e-50,1.5941177649144825e-24,1.761707560398976e-22,3.5701684175778148e-34,1.7030285426560603e-24,6.66884943011602e-37,1.0501744949925199e-51,4.584857767241269e-51,6.117907950451597e-40,1.0379304376153918e-39,2.962421590737796e-26,1.6964791610950078e-28,2.712878664710882e-28,4.1199103976413505e-31,2.6589542290924792e-39,2.343205509957928e-40,1.2356116648106183e-42,9.676721472719978e-40,1.0804277831260562e-33,4.156101827128467e-61,5.124584904816963e-65,8.495093171195546e-51,2.035295787556896e-49,1.2118194367950847e-51,5.008735695055489e-63,2.3149607623627833e-53,3.831870266056701e-51,6.453328718555665e-39,2.9048991056175768e-37,1.6179868681485564e-50,1.5966213491298655e-37,1.3549179621607428e-37,1.7773511808119097e-55,1.419069508203829e-43,2.941487842389126e-57,3.664594198864267e-42,5.207417441020487e-55,4.0722908270752606e-56,7.446112072867461e-49
15,0.00034415335814388915,1000.0,0.732901905623406,0.0,0.0,1.8563870130558797e-17,4.887108074157119e-15,4.860422349106229e-14,4.481466868687597e-10,3.2350372387384874e-11,0.9999999994597973,5.919100849174837e-11,4.605031592567589e-13,2.5329412428465037e-25,1.0740230966511772e-48,6.551361749389686e-24,5.4780333919529045e-22,2.968152004896892e-33,7.164304965329523e-24,5.587348941751503e-36,4.236461641632226e-50,1.7397386433688868e-49,7.48120421488339e-39,1.2745988530394448e-38,1.6428420554814578e-25,1.297030529951655e-27,2.141504612828803e-27,4.558074792025104e-30,3.473917464828933e-38,4.018689548192546e-39,2.120835724545127e-41,1.5974355698433951e-38,1.1180467932770345e-32,2.871906682654556e-60,8.965308920450384e-63,3.8416670082324145e-49,5.2613945422348066e-48,5.585043849814331e-50,4.823121040293037e-61,1.093477831427122e-51,1.5244854842320647e-49,9.124988086434282e-38,3.053277758601386e-36,3.487026813379164e-49,1.3932904042565466e-36,1.0903036869273936e-36,1.4180594124232776e-53,2.424188408745984e-42,1.113655202541823e-55,6.29242385556371e-41,2.030523247017079e-53,1.645283332470892e-54,9.186185034563144e-48
16,0.0004312338287294362,1000.0,0.7329019055342663,0.0,0.0,4.456776783296998e-17,7.151748975166443e-15,8.164029644662657e-14,5.524421264202774e-10,5.024413492790217e-11,0.9999999993046057,9.172482322178568e-11,8.94227353577091e-13,7.622723873900366e-25,6.735473719346397e-48,1.9181115072935682e-23,1.3104770015998712e-21,1.279201877204858e-32,2.145324804346814e-23,2.410317920194057e-35,2.9686432303955328e-49,1.3543669606874569e-48,4.0278684890910823e-38,6.867681499062839e-38,5.909429143569223e-25,5.660777118156073e-27,9.56398949025363e-27,2.4439766663375978e-29,1.9018272646228052e-37,2.2599977442429095e-38,1.1899079185780806e-40,1.0304347133050576e-37,5.745674199345358e-32,3.193904568314569e-59,1.1110170984498916e-61,3.418991603481403e-48,3.929529835338855e-47,4.9525248701407936e-49,4.623278574618869e-60,9.22121485292504e-51,9.324972273373818e-49,5.236612503676008e-37,1.5101648680501807e-35,2.4691307707010952e-48,6.288331003950428e-36,5.083434255136799e-36,1.4775991380413831e-52,1.5801801412089944e-41,8.639080536452679e-55,3.540330622055444e-40,1.5914688276661883e-52,1.153400137797832e-53,4.959403924621538e-47
17,0.0005183142993149833,1000.0,0.7329019054449637,0.0,0.0,9.056200911843868e-17,9.92133793391589e-15,1.2861043898264857e-13,6.533019581857871e-10,7.180381568524052e-11,0.9999999991423348,1.3088489921979032e-10,1.535912604379833e-12,1.8532913451796433e-24,3.383393194324244e-47,4.5451732566305905e-23,2.653763965246457e-21,4.298811141611989e-32,5.1926255193441374e-23,8.115480614071898e-35,1.9231600408092242e-48,8.966099071593642e-48,1.551932506672899e-37,2.6477896376909882e-37,1.647784881941241e-24,1.819518464014374e-26,3.136578587686613e-26,9.160871418658744e-29,7.783682813706586e-37,1.0510087438236696e-37,5.552344387184764e-40,4.9171468564705855e-37,2.077073623366603e-31,1.3096335399668749e-58,1.5162237966334324e-60,2.2202819245925985e-47,2.391972435948806e-46,3.218978020892166e-48,3.510566249565248e-59,5.980769808573284e-50,5.888432028423041e-48,2.190967433517774e-36,5.803581317976461e-35,1.4884026054775729e-47,2.3012881541976787e-35,1.8164592550844707e-35,1.0355517794697283e-51,7.573125424746564e-41,5.72022992792257e-54,1.6465564351482737e-39,1.0543784182076598e-51,7.471978037177518e-53,1.9139943968867222e-46
18,0.0006053947699005304,1000.0,0.7329019053554675,0.0,0.0,1.6428353569643607e-16,1.3179140794506752e-14,1.922643129178456e-13,7.508394062298407e-10,9.690859913907198e-11,0.9999999989731703,1.764528572901151e-10,2.4233517177255786e-12,3.915456444924525e-24,1.388311671164972e-46,9.362900625754251e-23,4.79765672976106e-21,1.2107886323771517e-31,1.0920697896875934e-22,2.2894007481027987e-34,1.0161506974212501e-47,4.688857772913419e-47,4.9101774474116274e-37,8.382078113785117e-37,3.8992892003312004e-24,4.8458693754045885e-26,8.51607880501059e-26,2.7793881530625635e-28,2.6096881519113877e-36,3.95337608577498e-37,2.0917340473958298e-39,1.8704390777134303e-36,6.090104935375688e-31,3.442955179453295e-58,1.5296334501981395e-59,1.1807817716850608e-46,1.1943765759197183e-45,1.7160316958475478e-47,2.2216544601803494e-58,3.2033406865317094e-49,3.1174399764448143e-47,7.428677910060105e-36,1.8240065290829007e-34,7.297050441211939e-47,6.863996358817059e-35,5.302967772798172e-35,5.859270446666312e-51,2.8937581071815788e-40,2.9919648253821874e-53,6.194530666760305e-39,5.526284742961283e-51,3.9484401052021624e-52,6.063692938506916e-46
19,0.0006924752404860774,1000.0,0.7329019052657503,0.0,0.0,2.744346770579912e-16,1.6909137896164566e-14,2.752575524748537e-13,8.451638404899179e-10,1.2544177982182708e-10,0.9999999987972913,2.2821774134179552e-10,3.593051820182118e-12,7.477004374763588e-24,4.796792729890663e-46,1.7434813845168155e-22,7.987098545442162e-21,2.9730711385745096e-31,2.075810786997225e-22,5.626923233045324e-34,4.28910123527346e-47,1.9657383445108014e-46,1.3439207965152403e-36,2.2951186769602644e-36,8.19710549482521e-24,1.1294443135632267e-25,2.0229601787427563e-25,7.273868959166307e-28,7.522044109497818e-36,1.244413469161143e-36,6.589739312652136e-39,5.96786106422838e-36,1.5417407006111033e-30,8.232168406824178e-58,1.1083737415229154e-58,5.076597950553838e-46,4.695372605927398e-45,7.4009465353975355e-47,1.1712895828444386e-57,1.3873271939247338e-48,1.30385582502172e-46,2.1368550403221575e-35,4.890351118800401e-34,2.7980595665802073e-46,1.7482996010085399e-34,1.331150557698793e-34,2.7182590339310256e-50,9.270207898932127e-40,1.2542279877572275e-52,1.9501567391463953e-38,2.322581190022129e-50,1.6668389389410035e-51,1.661368241015413e-45
20,0.0007795557110716245,1000.0,0.7329019051757832,0.0,0.0,4.30531816414941e-16,2.109588289562221e-14,3.801584841449607e-13,9.363810434450225e-10,1.5729047838128144e-10,0.9999999986148711,2.859755085098404e-10,5.080323140160616e-12,1.3219723602607681e-23,1.4410639097403624e-45,3.0060354213147963e-22,1.2487117473994e-20,6.557169260512765e-31,3.653276913160484e-22,1.2415670142559338e-33,1.5122218730774546e-46,6.9217862534312304e-46,3.281902017246931e-36,5.6061279687636775e-36,1.5738490494788704e-23,2.377752082865758e-25,4.340403204592959e-25,1.7018017081924252e-27,1.927474355033754e-35,3.4098332367221556e-36,1.8066189577604886e-38,1.661093123715191e-35,3.490886780801703e-30,2.1682251001914553e-57,6.247960005532141e-58,1.8278565015792485e-45,1.5417441448137265e-44,2.6735426361604387e-46,5.142026246291654e-57,5.028926009265309e-48,4.5202668509311706e-46,5.397402285929482e-35,1.1593798753448336e-33,8.99707094593479e-46,3.955337968472304e-34,2.9797632245553145e-34,1.0618221741648112e-49,2.5891675703953286e-39,4.4155929444252745e-52,5.344317570807563e-38,8.196553235346292e-50,5.877557102046883e-51,4.060292109288228e-45
21,0.0009217249562269542,1000.0,0.7329019050282964,0.0,0.0,8.110996241639036e-16,2.887418356107688e-14,6.049109648139143e-13,1.07889040121479e-09,2.1613078085252775e-10,0.9999999983034236,3.926417351874505e-10,8.279044766052279e-12,2.961289713486617e-23,7.370595364416677e-45,6.458678642542301e-22,2.339117232515617e-20,2.0264671691398023e-30,8.123416783855889e-22,3.8366078681356525e-33,9.734962661057556e-46,4.4209582350789355e-45,1.1921577163265218e-35,2.0365985750108792e-35,3.946689984800995e-23,6.833018802135704e-25,1.2892341001649022e-24,5.766446204497908e-27,7.62979107713352e-35,1.4652973743368172e-35,7.767809895657838e-38,7.28302948968518e-35,1.1170933916984878e-29,1.5438497498020018e-56,8.592846076447659e-57,1.19689405139094e-44,8.440668286107548e-44,1.7653335206519096e-45,5.052137345734652e-56,3.3635313180554833e-47,2.833115879328426e-45,2.0138913310538598e-34,3.940068884403145e-33,4.765654705033183e-45,1.2516215747066652e-33,9.255207713074751e-34,8.25385576512402e-49,1.1410937394030444e-38,2.819730195222103e-51,2.2970013277258535e-37,5.2544236955854826e-49,3.784428794791407e-50,1.476134458199508e-44
