rxn number,sensitivity,cantera equation,cantera products,cantera reactants
1001,-0.018939114867067734,CH2CFCF3 + F <=> CH-CFCF3 + HF,"{'CH-CFCF3': 1.0, 'HF': 1.0}","{'CH2CFCF3': 1.0, 'F': 1.0}"
322,-0.018506995732172144,CF2 + OH <=> CFO + HF,"{'CFO': 1.0, 'HF': 1.0}","{'CF2': 1.0, 'OH': 1.0}"
30,0.01626470484641096,CO + O2 <=> CO2 + O,"{'CO2': 1.0, 'O': 1.0}","{'CO': 1.0, 'O2': 1.0}"
997,-0.015418996542259448,CH2CFCF3 + O <=> CF3-CHF + HCO,"{'CF3-CHF': 1.0, 'HCO': 1.0}","{'CH2CFCF3': 1.0, 'O': 1.0}"
442,-0.014243239715071607,2 CF3 (+M) <=> CF3-CF3 (+M),{'CF3-CF3': 1.0},{'CF3': 2.0}
358,-0.010934151204621857,CFO + F <=> CF2O,{'CF2O': 1.0},"{'CFO': 1.0, 'F': 1.0}"
929,-0.010734804852837653,CF3CCH + O <=> CHFCF2 + CO,"{'CHFCF2': 1.0, 'CO': 1.0}","{'CF3CCH': 1.0, 'O': 1.0}"
119,0.010226277993814266,CO + HO2 <=> CO2 + OH,"{'CO2': 1.0, 'OH': 1.0}","{'CO': 1.0, 'HO2': 1.0}"
297,-0.009914359149013615,CF3 + OH <=> CF2O + HF,"{'CF2O': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'OH': 1.0}"
20,0.009848497335871504,C2H2 + O <=> H + HCCO,"{'H': 1.0, 'HCCO': 1.0}","{'C2H2': 1.0, 'O': 1.0}"
183,0.008815967374587704,CH2 + O2 => CO2 + 2 H,"{'CO2': 1.0, 'H': 2.0}","{'CH2': 1.0, 'O2': 1.0}"
167,0.008627885426255805,HCO + O2 <=> CO + HO2,"{'CO': 1.0, 'HO2': 1.0}","{'HCO': 1.0, 'O2': 1.0}"
917,-0.008406552589504016,CF3CCH + OH <=> CF3 + CH2CO,"{'CF3': 1.0, 'CH2CO': 1.0}","{'CF3CCH': 1.0, 'OH': 1.0}"
221,-0.007581415622403006,F + OH <=> HF + O,"{'HF': 1.0, 'O': 1.0}","{'F': 1.0, 'OH': 1.0}"
1023,0.0064338715680390445,CH2CO + F <=> HCCO + HF,"{'HCCO': 1.0, 'HF': 1.0}","{'CH2CO': 1.0, 'F': 1.0}"
11,-0.006100302545905249,CO + O (+M) <=> CO2 (+M),{'CO2': 1.0},"{'CO': 1.0, 'O': 1.0}"
257,-0.006060867080906282,CF3 (+M) <=> CF2 + F (+M),"{'CF2': 1.0, 'F': 1.0}",{'CF3': 1.0}
222,-0.005661599108149209,F + HO2 <=> HF + O2,"{'HF': 1.0, 'O2': 1.0}","{'F': 1.0, 'HO2': 1.0}"
272,-0.005549758584521295,CF3 + HCO <=> CHF3 + CO,"{'CHF3': 1.0, 'CO': 1.0}","{'CF3': 1.0, 'HCO': 1.0}"
375,-0.005259451150676764,CFO + O <=> CO2 + F,"{'CO2': 1.0, 'F': 1.0}","{'CFO': 1.0, 'O': 1.0}"
677,0.004579676291297768,CH2CHF <=> C2H2 + HF,"{'C2H2': 1.0, 'HF': 1.0}",{'CH2CHF': 1.0}
332,-0.004418706776985814,CF2 + H <=> CF + HF,"{'CF': 1.0, 'HF': 1.0}","{'CF2': 1.0, 'H': 1.0}"
288,0.0040716294202052805,CH2F + O2 => CHFO + H + O,"{'CHFO': 1.0, 'H': 1.0, 'O': 1.0}","{'CH2F': 1.0, 'O2': 1.0}"
787,-0.004045793842322357,CF3 + CH2 <=> CH2CF2 + F,"{'CH2CF2': 1.0, 'F': 1.0}","{'CF3': 1.0, 'CH2': 1.0}"
723,0.0040146979728659556,CHFCF2 + F <=> CF2CF2 + H,"{'CF2CF2': 1.0, 'H': 1.0}","{'CHFCF2': 1.0, 'F': 1.0}"
139,0.003727144797589157,CH2 + CO (+M) <=> CH2CO (+M),{'CH2CO': 1.0},"{'CH2': 1.0, 'CO': 1.0}"
1024,0.003699530390230304,CF3-CF3 + F <=> CF3 + CF4,"{'CF3': 1.0, 'CF4': 1.0}","{'CF3-CF3': 1.0, 'F': 1.0}"
29,0.0036577251633321288,CH2CO + O <=> CH2 + CO2,"{'CH2': 1.0, 'CO2': 1.0}","{'CH2CO': 1.0, 'O': 1.0}"
999,-0.0036338948582824568,CF3 + CH2CFCF3 <=> CH-CFCF3 + CHF3,"{'CH-CFCF3': 1.0, 'CHF3': 1.0}","{'CF3': 1.0, 'CH2CFCF3': 1.0}"
587,0.0034830796494313833,CF3-CHF + O2 <=> CF2CF2 + HO2,"{'CF2CF2': 1.0, 'HO2': 1.0}","{'CF3-CHF': 1.0, 'O2': 1.0}"
593,-0.003376645535078515,CF3-CHF + O <=> CF3 + CHFO,"{'CF3': 1.0, 'CHFO': 1.0}","{'CF3-CHF': 1.0, 'O': 1.0}"
733,-0.003230664834883664,CHFCF2 + O <=> CF2 + CHFO,"{'CF2': 1.0, 'CHFO': 1.0}","{'CHFCF2': 1.0, 'O': 1.0}"
303,-0.003152542594221537,CF3 + HO2 <=> CHF3 + O2,"{'CHF3': 1.0, 'O2': 1.0}","{'CF3': 1.0, 'HO2': 1.0}"
1004,0.0026845554211455923,CH-CFCF3 <=> CF3CCH + F,"{'CF3CCH': 1.0, 'F': 1.0}",{'CH-CFCF3': 1.0}
995,-0.0025367899345402002,CH2CFCF3 + OH <=> CF3COF + CH3,"{'CF3COF': 1.0, 'CH3': 1.0}","{'CH2CFCF3': 1.0, 'OH': 1.0}"
80,-0.0025132699472018836,CH2CO + H <=> CH3 + CO,"{'CH3': 1.0, 'CO': 1.0}","{'CH2CO': 1.0, 'H': 1.0}"
750,0.002413965216418961,CF2CH + O2 <=> CF2O + HCO,"{'CF2O': 1.0, 'HCO': 1.0}","{'CF2CH': 1.0, 'O2': 1.0}"
1058,0.002364453005693989,C3F6 + F <=> CF2 + CF3-CF2,"{'CF2': 1.0, 'CF3-CF2': 1.0}","{'C3F6': 1.0, 'F': 1.0}"
166,-0.0022733996472118034,HCO + M <=> CO + H + M,"{'CO': 1.0, 'H': 1.0}",{'HCO': 1.0}
292,-0.002181814723574557,CH2F + O <=> CHFO + H,"{'CHFO': 1.0, 'H': 1.0}","{'CH2F': 1.0, 'O': 1.0}"
773,-0.0020430130421580485,C2HF + F (+M) <=> CF2CH (+M),{'CF2CH': 1.0},"{'C2HF': 1.0, 'F': 1.0}"
1029,0.002010110341016064,C3F7H + F <=> C3F7 + HF,"{'C3F7': 1.0, 'HF': 1.0}","{'C3F7H': 1.0, 'F': 1.0}"
361,-0.001995739701002134,CF2O + H <=> CFO + HF,"{'CFO': 1.0, 'HF': 1.0}","{'CF2O': 1.0, 'H': 1.0}"
811,-0.001954319820327733,CFCO + O <=> CFO + CO,"{'CFO': 1.0, 'CO': 1.0}","{'CFCO': 1.0, 'O': 1.0}"
680,-0.0019479099940016731,CHFCF2 (+M) <=> C2F2 + HF (+M),"{'C2F2': 1.0, 'HF': 1.0}",{'CHFCF2': 1.0}
1002,0.001902930582660641,CH2CFCF3 + F <=> CF3 + CH2CF2,"{'CF3': 1.0, 'CH2CF2': 1.0}","{'CH2CFCF3': 1.0, 'F': 1.0}"
734,0.0018311824307460159,CHFCF2 + O <=> CF2O + CHF,"{'CF2O': 1.0, 'CHF': 1.0}","{'CHFCF2': 1.0, 'O': 1.0}"
803,0.001799378975255644,CF2 + CHF2 <=> CHFCF2 + F,"{'CHFCF2': 1.0, 'F': 1.0}","{'CF2': 1.0, 'CHF2': 1.0}"
1013,-0.0017492980840771435,CF3 + CH-CFCF3 <=> CFCCF3 + CHF3,"{'CFCCF3': 1.0, 'CHF3': 1.0}","{'CF3': 1.0, 'CH-CFCF3': 1.0}"
373,-0.0016590239592170826,CO + F + M <=> CFO + M,{'CFO': 1.0},"{'CO': 1.0, 'F': 1.0}"
431,-0.0015999472998437425,CF3 + CH3 <=> CH2CF2 + HF,"{'CH2CF2': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'CH3': 1.0}"
725,-0.0015988877200541994,CH2CHF + F <=> CHFCH[Z] + HF,"{'CHFCH[Z]': 1.0, 'HF': 1.0}","{'CH2CHF': 1.0, 'F': 1.0}"
813,0.0015948132352249195,CFCO + F <=> CF2 + CO,"{'CF2': 1.0, 'CO': 1.0}","{'CFCO': 1.0, 'F': 1.0}"
78,-0.00157898152982366,H + HCCO <=> CH2(S) + CO,"{'CH2(S)': 1.0, 'CO': 1.0}","{'H': 1.0, 'HCCO': 1.0}"
732,-0.0015398496573547807,CHFCF2 + O <=> CFO + CHF2,"{'CFO': 1.0, 'CHF2': 1.0}","{'CHFCF2': 1.0, 'O': 1.0}"
996,-0.0015001060550999456,CH2CFCF3 + O <=> CH-CFCF3 + OH,"{'CH-CFCF3': 1.0, 'OH': 1.0}","{'CH2CFCF3': 1.0, 'O': 1.0}"
574,-0.0014994752090773064,CF3-CHF (+M) <=> CHFCF2 + F (+M),"{'CHFCF2': 1.0, 'F': 1.0}",{'CF3-CHF': 1.0}
315,0.0014823673843872634,CHF + O2 <=> CHFO + O,"{'CHFO': 1.0, 'O': 1.0}","{'CHF': 1.0, 'O2': 1.0}"
340,0.0014791381443322105,CHF + HF <=> CF2 + H2,"{'CF2': 1.0, 'H2': 1.0}","{'CHF': 1.0, 'HF': 1.0}"
998,-0.0014564743349146352,CH2CFCF3 + O <=> CF3 + CH2F + CO,"{'CF3': 1.0, 'CH2F': 1.0, 'CO': 1.0}","{'CH2CFCF3': 1.0, 'O': 1.0}"
184,-0.0013974130034845494,CH2 + O2 <=> CH2O + O,"{'CH2O': 1.0, 'O': 1.0}","{'CH2': 1.0, 'O2': 1.0}"
113,0.0013820677730646755,CH2CO + OH <=> H2O + HCCO,"{'H2O': 1.0, 'HCCO': 1.0}","{'CH2CO': 1.0, 'OH': 1.0}"
993,0.0013758531384247422,CH2CFCF3 + H <=> CF3 + CH2CHF,"{'CF3': 1.0, 'CH2CHF': 1.0}","{'CH2CFCF3': 1.0, 'H': 1.0}"
759,0.0013658875975353154,CF2CH + O <=> CF2CO + H,"{'CF2CO': 1.0, 'H': 1.0}","{'CF2CH': 1.0, 'O': 1.0}"
28,0.0013139713712036363,CH2CO + O <=> HCCO + OH,"{'HCCO': 1.0, 'OH': 1.0}","{'CH2CO': 1.0, 'O': 1.0}"
817,0.001307953385975328,CHF3 + F <=> CF3 + HF,"{'CF3': 1.0, 'HF': 1.0}","{'CHF3': 1.0, 'F': 1.0}"
134,-0.0012767090858028113,CH2 + O2 => CO + H + OH,"{'CO': 1.0, 'H': 1.0, 'OH': 1.0}","{'CH2': 1.0, 'O2': 1.0}"
1052,0.0012073125308782007,C3F7 + O2 <=> C3F7O + O,"{'C3F7O': 1.0, 'O': 1.0}","{'C3F7': 1.0, 'O2': 1.0}"
994,-0.00119927657395397,CH2CFCF3 + OH <=> CH-CFCF3 + H2O,"{'CH-CFCF3': 1.0, 'H2O': 1.0}","{'CH2CFCF3': 1.0, 'OH': 1.0}"
79,0.0011620473216507792,CH2CO + H <=> H2 + HCCO,"{'H2': 1.0, 'HCCO': 1.0}","{'CH2CO': 1.0, 'H': 1.0}"
231,-0.001136093102635553,CHF3 (+M) <=> CF2 + HF (+M),"{'CF2': 1.0, 'HF': 1.0}",{'CHF3': 1.0}
685,-0.001122060539817314,CF2 + CHF <=> C2F2 + HF,"{'C2F2': 1.0, 'HF': 1.0}","{'CF2': 1.0, 'CHF': 1.0}"
724,-0.0010364211103105884,CH2CHF + F <=> CH2CF + HF,"{'CH2CF': 1.0, 'HF': 1.0}","{'CH2CHF': 1.0, 'F': 1.0}"
573,0.000983228648322606,CF3 + CF3-CF3 <=> CF3-CF2 + CF4,"{'CF3-CF2': 1.0, 'CF4': 1.0}","{'CF3': 1.0, 'CF3-CF3': 1.0}"
22,0.0009480969968111014,C2H2 + O <=> CH2 + CO,"{'CH2': 1.0, 'CO': 1.0}","{'C2H2': 1.0, 'O': 1.0}"
317,-0.00094416400599284,CHF + O <=> CO + HF,"{'CO': 1.0, 'HF': 1.0}","{'CHF': 1.0, 'O': 1.0}"
324,0.0008517474591985536,CF2 + HO2 <=> CF2O + OH,"{'CF2O': 1.0, 'OH': 1.0}","{'CF2': 1.0, 'HO2': 1.0}"
757,-0.0008357935297788158,CHFCH[Z] + O <=> CHFCO + H,"{'CHFCO': 1.0, 'H': 1.0}","{'CHFCH[Z]': 1.0, 'O': 1.0}"
721,0.0007986245661917027,CHFCHF[Z] + F <=> CHFCF2 + H,"{'CHFCF2': 1.0, 'H': 1.0}","{'CHFCHF[Z]': 1.0, 'F': 1.0}"
775,-0.0007907906252662495,C2HF + O <=> CFCO + H,"{'CFCO': 1.0, 'H': 1.0}","{'C2HF': 1.0, 'O': 1.0}"
176,-0.0007851653780242574,2 HCCO <=> C2H2 + 2 CO,"{'C2H2': 1.0, 'CO': 2.0}",{'HCCO': 2.0}
1059,-0.0007835646916248608,C3F6 + O <=> CF2 + CF3COF,"{'CF2': 1.0, 'CF3COF': 1.0}","{'C3F6': 1.0, 'O': 1.0}"
152,-0.0007600316547901959,CH2(S) + CO2 <=> CH2O + CO,"{'CH2O': 1.0, 'CO': 1.0}","{'CH2(S)': 1.0, 'CO2': 1.0}"
341,0.0007182726454044293,CF + O2 <=> CFO + O,"{'CFO': 1.0, 'O': 1.0}","{'CF': 1.0, 'O2': 1.0}"
1047,0.0007107889496900494,CF3 + CF3-CHF <=> C3F6 + HF,"{'C3F6': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'CF3-CHF': 1.0}"
300,0.0007091590339600244,CF3 + HO2 <=> CF3O + OH,"{'CF3O': 1.0, 'OH': 1.0}","{'CF3': 1.0, 'HO2': 1.0}"
293,0.00070491532268488,CHF2 + O <=> CF2O + H,"{'CF2O': 1.0, 'H': 1.0}","{'CHF2': 1.0, 'O': 1.0}"
1027,-0.0006862665660803007,C3F7H (+M) <=> CF3 + CF3-CHF (+M),"{'CF3': 1.0, 'CF3-CHF': 1.0}",{'C3F7H': 1.0}
413,0.0006692654846754434,CF3-CHF + H <=> CF3 + CH2F,"{'CF3': 1.0, 'CH2F': 1.0}","{'CF3-CHF': 1.0, 'H': 1.0}"
344,-0.00065732405837816,CF + O <=> CO + F,"{'CO': 1.0, 'F': 1.0}","{'CF': 1.0, 'O': 1.0}"
290,0.0006526078169638576,CHF2 + O2 <=> CF2O + OH,"{'CF2O': 1.0, 'OH': 1.0}","{'CHF2': 1.0, 'O2': 1.0}"
988,0.0006142370658537288,CF3CCH2 + F <=> CH2CFCF3,{'CH2CFCF3': 1.0},"{'CF3CCH2': 1.0, 'F': 1.0}"
3,-0.0005915563748349749,HO2 + O <=> O2 + OH,"{'O2': 1.0, 'OH': 1.0}","{'HO2': 1.0, 'O': 1.0}"
286,0.0005418635527568696,CH2F + F <=> CHF + HF,"{'CHF': 1.0, 'HF': 1.0}","{'CH2F': 1.0, 'F': 1.0}"
433,-0.0005355669699309229,CF3 + CHF2 <=> CF2CF2 + HF,"{'CF2CF2': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'CHF2': 1.0}"
753,0.0005251925269680393,CHFCH[Z] + O2 <=> CHFO + HCO,"{'CHFO': 1.0, 'HCO': 1.0}","{'CHFCH[Z]': 1.0, 'O2': 1.0}"
679,-0.0005235605249543278,CHFCHF[Z] (+M) <=> C2HF + HF (+M),"{'C2HF': 1.0, 'HF': 1.0}",{'CHFCHF[Z]': 1.0}
289,0.0005224807146140333,CH2F + O2 <=> CHFO + OH,"{'CHFO': 1.0, 'OH': 1.0}","{'CH2F': 1.0, 'O2': 1.0}"
810,0.0005155728497373193,CFCO + H <=> CHF + CO,"{'CHF': 1.0, 'CO': 1.0}","{'CFCO': 1.0, 'H': 1.0}"
799,0.000508666791264648,CF2 + CH3 <=> CH2CF2 + H,"{'CH2CF2': 1.0, 'H': 1.0}","{'CF2': 1.0, 'CH3': 1.0}"
32,-0.000501970949460038,H + O2 + M <=> HO2 + M,{'HO2': 1.0},"{'H': 1.0, 'O2': 1.0}"
6,-0.0004994375697690626,CH2 + O <=> H + HCO,"{'H': 1.0, 'HCO': 1.0}","{'CH2': 1.0, 'O': 1.0}"
144,-0.0004990249001478718,CH2(S) + O2 <=> CO + H2O,"{'CO': 1.0, 'H2O': 1.0}","{'CH2(S)': 1.0, 'O2': 1.0}"
800,-0.0004954632274812139,CF2 + CH2F <=> CH2CF2 + F,"{'CH2CF2': 1.0, 'F': 1.0}","{'CF2': 1.0, 'CH2F': 1.0}"
836,0.00047984060545967826,CF2CF2 + F <=> CF2 + CF3,"{'CF2': 1.0, 'CF3': 1.0}","{'CF2CF2': 1.0, 'F': 1.0}"
284,0.00046559344639700154,CH3 + F <=> CH2(S) + HF,"{'CH2(S)': 1.0, 'HF': 1.0}","{'CH3': 1.0, 'F': 1.0}"
220,0.0004508153953133203,F + H2 <=> H + HF,"{'H': 1.0, 'HF': 1.0}","{'F': 1.0, 'H2': 1.0}"
681,-0.000450660747413993,CF2CF2 (+M) <=> 2 CF2 (+M),{'CF2': 2.0},{'CF2CF2': 1.0}
1005,-0.0004308159285176982,CH-CFCF3 <=> C2HF + CF3,"{'C2HF': 1.0, 'CF3': 1.0}",{'CH-CFCF3': 1.0}
320,0.0004152702418995849,CF2 + OH <=> CF2O + H,"{'CF2O': 1.0, 'H': 1.0}","{'CF2': 1.0, 'OH': 1.0}"
446,-0.0004021441231060177,CF3-CF3 + H <=> CF3-CF2 + HF,"{'CF3-CF2': 1.0, 'HF': 1.0}","{'CF3-CF3': 1.0, 'H': 1.0}"
274,0.0003786654970012289,CHF2 + HCO <=> CHFCO + HF,"{'CHFCO': 1.0, 'HF': 1.0}","{'CHF2': 1.0, 'HCO': 1.0}"
44,-0.00037690400353262526,H + HO2 <=> H2 + O2,"{'H2': 1.0, 'O2': 1.0}","{'H': 1.0, 'HO2': 1.0}"
1063,-0.0003605875190948421,C3F6 + H <=> CF3 + CHFCF2,"{'CF3': 1.0, 'CHFCF2': 1.0}","{'C3F6': 1.0, 'H': 1.0}"
1014,-0.0003545090140000563,CF2 + CH-CFCF3 <=> CFCCF3 + CHF2,"{'CFCCF3': 1.0, 'CHF2': 1.0}","{'CF2': 1.0, 'CH-CFCF3': 1.0}"
360,-0.000353615476161745,CF2O + H <=> CFO + HF,"{'CFO': 1.0, 'HF': 1.0}","{'CF2O': 1.0, 'H': 1.0}"
801,-0.00034614082497672126,CF2 + CH2F <=> CHFCF2 + H,"{'CHFCF2': 1.0, 'H': 1.0}","{'CF2': 1.0, 'CH2F': 1.0}"
915,0.0003418984580312702,CF3CCH + H <=> C2H2 + CF3,"{'C2H2': 1.0, 'CF3': 1.0}","{'CF3CCH': 1.0, 'H': 1.0}"
992,-0.0003387417587691654,CH2CFCF3 + H <=> CH-CFCF3 + H2,"{'CH-CFCF3': 1.0, 'H2': 1.0}","{'CH2CFCF3': 1.0, 'H': 1.0}"
769,0.00033153950152001155,2 CF <=> C2F2,{'C2F2': 1.0},{'CF': 2.0}
118,0.0003086231462655305,CH3 + HO2 <=> CH3O + OH,"{'CH3O': 1.0, 'OH': 1.0}","{'CH3': 1.0, 'HO2': 1.0}"
1057,-0.00030518623683627237,C3F6 + OH <=> CF2O + CF3-CHF,"{'CF2O': 1.0, 'CF3-CHF': 1.0}","{'C3F6': 1.0, 'OH': 1.0}"
295,-0.00029124144852462914,CH2F + OH <=> CH2O + HF,"{'CH2O': 1.0, 'HF': 1.0}","{'CH2F': 1.0, 'OH': 1.0}"
798,-0.00028924715798872835,CF3 + CHF <=> CHFCF2 + F,"{'CHFCF2': 1.0, 'F': 1.0}","{'CF3': 1.0, 'CHF': 1.0}"
1003,0.0002785192768264703,CH2CFCF3 + F <=> CF3 + CHFCHF[Z],"{'CF3': 1.0, 'CHFCHF[Z]': 1.0}","{'CH2CFCF3': 1.0, 'F': 1.0}"
752,0.0002777279297780034,CH2CF + O2 <=> CFO + CH2O,"{'CFO': 1.0, 'CH2O': 1.0}","{'CH2CF': 1.0, 'O2': 1.0}"
287,-0.000273280171520479,CHF2 + F <=> CF2 + HF,"{'CF2': 1.0, 'HF': 1.0}","{'CHF2': 1.0, 'F': 1.0}"
745,-0.0002672174870815442,CHFCF2 + OH <=> CHF2 + CHFO,"{'CHF2': 1.0, 'CHFO': 1.0}","{'CHFCF2': 1.0, 'OH': 1.0}"
380,-0.0002411082613134,2 CFO <=> CF2O + CO,"{'CF2O': 1.0, 'CO': 1.0}",{'CFO': 2.0}
851,-0.00024069000360646636,CF3COF + H <=> CF3CO + HF,"{'CF3CO': 1.0, 'HF': 1.0}","{'CF3COF': 1.0, 'H': 1.0}"
1046,-0.00023962408164331477,C3F7 (+M) <=> C3F6 + F (+M),"{'C3F6': 1.0, 'F': 1.0}",{'C3F7': 1.0}
275,0.00023785527074169174,CF3 + HCO <=> CF2CO + HF,"{'CF2CO': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'HCO': 1.0}"
926,-0.0002371929850753817,CF3CCH + F <=> C2HF + CF3,"{'C2HF': 1.0, 'CF3': 1.0}","{'CF3CCH': 1.0, 'F': 1.0}"
374,-0.00023469096234540057,CFO + H <=> CO + HF,"{'CO': 1.0, 'HF': 1.0}","{'CFO': 1.0, 'H': 1.0}"
466,0.00023456471881847286,CF3 + CH2F <=> CHF + CHF3,"{'CHF': 1.0, 'CHF3': 1.0}","{'CF3': 1.0, 'CH2F': 1.0}"
737,-0.0002300939798313321,CH2CHF + O <=> CH2CO + HF,"{'CH2CO': 1.0, 'HF': 1.0}","{'CH2CHF': 1.0, 'O': 1.0}"
180,-0.00022842352754482602,HO2 + OH <=> H2O + O2,"{'H2O': 1.0, 'O2': 1.0}","{'HO2': 1.0, 'OH': 1.0}"
736,-0.00022442189104051816,CH2CHF + O <=> CFO + CH3,"{'CFO': 1.0, 'CH3': 1.0}","{'CH2CHF': 1.0, 'O': 1.0}"
441,-0.00022385508949814183,CF3 + CHF2 <=> CHF2-CF3,{'CHF2-CF3': 1.0},"{'CF3': 1.0, 'CHF2': 1.0}"
377,0.00022004692517328656,CFO + HO2 => CO2 + F + OH,"{'CO2': 1.0, 'F': 1.0, 'OH': 1.0}","{'CFO': 1.0, 'HO2': 1.0}"
402,-0.00021731478502007358,CF3-CHF + H <=> CHFCF2 + HF,"{'CHFCF2': 1.0, 'HF': 1.0}","{'CF3-CHF': 1.0, 'H': 1.0}"
853,0.00021661877416855857,CF3 + CF3COF <=> CF3CO + CF4,"{'CF3CO': 1.0, 'CF4': 1.0}","{'CF3': 1.0, 'CF3COF': 1.0}"
586,0.00021185140745839576,CF3-CF2 + O2 => CF2O + CF3 + O,"{'CF2O': 1.0, 'CF3': 1.0, 'O': 1.0}","{'CF3-CF2': 1.0, 'O2': 1.0}"
246,0.00020400290313890392,CHF3 + O <=> CF3 + OH,"{'CF3': 1.0, 'OH': 1.0}","{'CHF3': 1.0, 'O': 1.0}"
990,0.0002019955880739264,CH-CFCF3 + H <=> CH2CFCF3,{'CH2CFCF3': 1.0},"{'CH-CFCF3': 1.0, 'H': 1.0}"
807,-0.0001985558776189242,CHFCO + O <=> CHFO + CO,"{'CHFO': 1.0, 'CO': 1.0}","{'CHFCO': 1.0, 'O': 1.0}"
614,0.00019264086550311305,CF3-CHF + OH <=> CF3CHO + HF,"{'CF3CHO': 1.0, 'HF': 1.0}","{'CF3-CHF': 1.0, 'OH': 1.0}"
726,0.00018220290961657644,CH2CF2 + F <=> CF2CH + HF,"{'CF2CH': 1.0, 'HF': 1.0}","{'CH2CF2': 1.0, 'F': 1.0}"
1056,-0.00017373955413027526,C3F7 + O <=> CF3 + CF3COF,"{'CF3': 1.0, 'CF3COF': 1.0}","{'C3F7': 1.0, 'O': 1.0}"
771,0.0001729034881845229,C2HF + H (+M) <=> CHFCH[Z] (+M),{'CHFCH[Z]': 1.0},"{'C2HF': 1.0, 'H': 1.0}"
143,0.0001675678388244808,CH2(S) + O2 <=> CO + H + OH,"{'CO': 1.0, 'H': 1.0, 'OH': 1.0}","{'CH2(S)': 1.0, 'O2': 1.0}"
777,0.00016382886441276682,C2F2 + O <=> CFCO + F,"{'CFCO': 1.0, 'F': 1.0}","{'C2F2': 1.0, 'O': 1.0}"
86,-0.00016153240081159334,HO2 + OH <=> H2O + O2,"{'H2O': 1.0, 'O2': 1.0}","{'HO2': 1.0, 'OH': 1.0}"
722,0.00016103114224463522,CH2CF2 + F <=> CHFCF2 + H,"{'CHFCF2': 1.0, 'H': 1.0}","{'CH2CF2': 1.0, 'F': 1.0}"
838,0.00015025935115728394,CHFCF[Z] + F <=> CF2 + CHF,"{'CF2': 1.0, 'CHF': 1.0}","{'CHFCF[Z]': 1.0, 'F': 1.0}"
852,0.0001466991865273028,CF3COF (+M) <=> CF3 + CFO (+M),"{'CF3': 1.0, 'CFO': 1.0}",{'CF3COF': 1.0}
719,0.00014183570084084064,CH2CHF + F <=> CH2CF2 + H,"{'CH2CF2': 1.0, 'H': 1.0}","{'CH2CHF': 1.0, 'F': 1.0}"
756,-0.0001411682600433615,CH2CF + O <=> CH2CO + F,"{'CH2CO': 1.0, 'F': 1.0}","{'CH2CF': 1.0, 'O': 1.0}"
326,-0.0001378836559566136,CF2 + HO2 <=> CHF2 + O2,"{'CHF2': 1.0, 'O2': 1.0}","{'CF2': 1.0, 'HO2': 1.0}"
1017,-0.00013619072145610054,CFCCF3 + H <=> C2HF + CF3,"{'C2HF': 1.0, 'CF3': 1.0}","{'CFCCF3': 1.0, 'H': 1.0}"
